avg_salary_k,Location,job_state,Industry,Sector,Revenue,Size,Type of ownership,company_clean,Rating,age,num_comp,seniority,desc_len,python_yn,R_yn,spark,aws,excel,skill_sql,skill_tableau,skill_power_bi,skill_hadoop,skill_azure,skill_tensorflow,skill_pytorch,skill_machine_learning,skill_deep_learning
122.0,"Washington, DC",DC,Internet,Information Technology,Unknown / Non-Applicable,51 to 200 employees,Company - Private,Upside Business Travel,4.0,5,0,na,4064,1,0,1,1,0,1,0,0,0,0,0,0,1,0
92.5,"Chicago, IL",IL,Real Estate,Real Estate,$2 to $5 billion (USD),1001 to 5000 employees,Company - Public,Equity Residential,4.3,27,3,na,8175,1,0,1,0,1,1,0,0,1,1,0,0,1,0
62.0,"Baltimore, MD",MD,Research & Development,Business Services,$100 to $500 million (USD),501 to 1000 employees,Company - Private,Synagro,2.3,34,0,na,1822,0,0,0,0,1,1,0,0,0,0,0,0,0,0
39.5,"Alabaster, AL",AL,Architectural & Engineering Services,Business Services,$25 to $50 million (USD),51 to 200 employees,Unknown,Alliance Source Testing,4.0,20,0,na,2773,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107.5,"Santa Fe Springs, Los Angeles, CA",CA,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),1001 to 5000 employees,Company - Private,Accuride International,3.6,54,0,na,3987,0,0,0,0,1,0,1,0,0,0,0,0,1,0
40.5,"Kansas City, MO",MO,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,501 to 1000 employees,Company - Private,Full Potential Solutions,3.8,3,0,na,4154,1,0,0,1,1,1,1,0,0,1,0,0,0,0
89.5,"Ashburn, VA",VA,IT Services,Information Technology,$10+ billion (USD),10000+ employees,Company - Public,Visa Inc.,3.7,62,3,senior,5002,1,0,1,0,0,1,1,0,1,0,0,0,1,0
81.0,"Chicago, IL",IL,Consulting,Business Services,$50 to $100 million (USD),201 to 500 employees,Company - Private,Maven Wave Partners,4.4,12,0,na,3154,1,0,0,1,1,1,1,0,1,1,0,0,1,0
147.0,"Herndon, VA",VA,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),501 to 1000 employees,Company - Private,Novetta,4.0,8,3,senior,3698,1,0,0,1,0,0,0,0,0,0,1,0,1,1
85.0,"Fort Worth, TX",TX,Brokerage Services,Finance,$100 to $500 million (USD),1001 to 5000 employees,Company - Private,"First Command Financial Services, Inc.",3.2,62,3,na,3991,1,0,0,0,1,1,1,0,0,0,0,0,1,1
81.5,"Valencia, CA",CA,Consumer Products Manufacturing,Manufacturing,$1 to $2 billion (USD),1001 to 5000 employees,Company - Private,Pharmavite,2.9,49,2,na,5619,0,0,0,0,1,0,0,0,0,0,0,0,0,0
168.0,"Novato, CA",CA,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$500 million to $1 billion (USD),1001 to 5000 employees,Company - Public,BioMarin Pharmaceutical,3.8,23,3,na,6275,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100.5,"Aurora, CO",CO,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,1 to 50 employees,Company - Private,Stratagem Group,4.3,13,0,na,3549,1,0,1,1,1,1,0,0,1,0,1,0,1,1
97.0,"New York, NY",NY,Consulting,Business Services,$100 to $500 million (USD),1001 to 5000 employees,Company - Private,PA Consulting,3.4,77,3,na,7548,1,0,1,0,1,1,1,0,1,0,0,0,1,0
85.0,"Chantilly, VA",VA,Research & Development,Business Services,$1 to $2 billion (USD),5001 to 10000 employees,Company - Public,ManTech,4.1,52,0,na,3490,0,0,0,0,0,1,0,0,1,0,0,0,1,0
153.5,"Mountain View, CA",CA,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,201 to 500 employees,Company - Private,h2o.ai,4.3,9,0,na,4163,1,0,1,1,1,0,0,0,1,1,0,0,1,0
132.5,"Tampa, FL",FL,IT Services,Information Technology,Unknown / Non-Applicable,51 to 200 employees,Company - Private,Gridiron IT,5.0,3,0,na,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,"Chicago, IL",IL,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),51 to 200 employees,Company - Private,Productive Edge,4.3,12,3,na,3055,0,0,1,0,1,1,0,0,0,1,0,0,1,0
105.0,"Denver, CO",CO,Travel Agencies,Travel & Tourism,Unknown / Non-Applicable,201 to 500 employees,Company - Private,Evolve Vacation Rental,3.7,9,0,senior,3353,1,0,0,0,0,1,0,0,0,0,0,0,1,0
87.0,"Riverton, UT",UT,Religious Organizations,Non-Profit,Unknown / Non-Applicable,10000+ employees,Nonprofit Organization,The Church of Jesus Christ of Latter-day Saints,4.2,-1,0,na,3066,0,0,0,1,1,0,0,0,0,1,0,0,0,0
103.5,"San Francisco, CA",CA,Real Estate,Real Estate,Unknown / Non-Applicable,51 to 200 employees,Company - Private,Maximus Real Estate Partners,4.3,7,3,na,1806,0,0,0,0,1,1,0,0,0,0,0,0,0,0
124.0,"Pittsburgh, PA",PA,Colleges & Universities,Education,Unknown / Non-Applicable,501 to 1000 employees,College / University,Software Engineering Institute,2.6,36,0,senior,6130,1,0,0,0,1,0,0,0,0,0,0,0,0,0
67.0,"Richland, WA",WA,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),1001 to 5000 employees,Government,PNNL,3.8,55,3,na,6844,1,0,0,0,0,0,0,0,0,0,0,0,0,0
87.0,"Washington, DC",DC,IT Services,Information Technology,$2 to $5 billion (USD),10000+ employees,Company - Private,AVANADE,3.9,20,3,na,3217,0,0,0,0,0,0,0,0,0,1,0,0,1,0
137.5,"Chicago, IL",IL,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,201 to 500 employees,Company - Private,h2o.ai,4.3,9,0,na,3405,1,0,1,1,1,0,0,0,1,1,1,0,1,1
100.0,"Cincinnati, OH",OH,Advertising & Marketing,Business Services,$100 to $500 million (USD),201 to 500 employees,Company - Private,PatientPoint,3.8,33,3,senior,5526,1,0,0,0,1,1,0,0,0,0,0,0,1,1
106.5,"Chattanooga, TN",TN,Insurance Carriers,Insurance,$5 to $10 billion (USD),5001 to 10000 employees,Nonprofit Organization,BlueCross BlueShield of Tennessee,3.8,75,0,na,5743,0,0,0,0,1,1,1,0,0,0,0,0,0,0
98.5,"Richland, WA",WA,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),1001 to 5000 employees,Government,PNNL,3.8,55,3,senior,4904,0,0,0,0,0,0,0,0,0,0,0,0,1,0
61.0,"Clearwater, FL",FL,Security Services,Business Services,$100 to $500 million (USD),501 to 1000 employees,Company - Private,KnowBe4,4.8,10,0,senior,2934,1,0,0,0,1,1,0,0,0,0,0,0,0,0
106.5,"Indianapolis, IN",IN,Consulting,Business Services,Unknown / Non-Applicable,51 to 200 employees,Company - Private,KSM Consulting,4.4,12,0,senior,4127,1,0,1,1,0,1,0,0,0,1,0,0,1,0
84.5,"Cambridge, MA",MA,Internet,Information Technology,Unknown / Non-Applicable,51 to 200 employees,Company - Private,Cogo Labs,3.9,15,0,na,2075,1,0,1,0,0,1,0,0,0,0,0,0,0,0
109.5,"Ewing, NJ",NJ,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),1001 to 5000 employees,Company - Public,Church & Dwight,3.4,174,0,na,2962,1,0,0,0,1,0,1,1,0,0,0,0,1,0
164.0,"Boston, MA",MA,Insurance Carriers,Insurance,$10+ billion (USD),5001 to 10000 employees,Company - Private,MassMutual,3.6,169,0,senior,4414,1,0,1,1,0,1,0,0,1,0,0,0,1,0
169.0,"South San Francisco, CA",CA,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),10000+ employees,Subsidiary or Business Segment,Genentech,3.9,44,0,senior,7106,1,0,1,0,1,1,0,0,1,0,0,0,1,0
142.0,"Cupertino, CA",CA,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),5001 to 10000 employees,Company - Public,Juniper Networks,3.8,24,0,senior,2397,1,0,1,1,1,0,0,0,0,0,1,0,1,0
76.5,"Boston, MA",MA,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),10000+ employees,Company - Public,Takeda Pharmaceuticals,3.7,239,3,na,2468,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107.0,"Frederick, MD",MD,Insurance Carriers,Insurance,$500 million to $1 billion (USD),501 to 1000 employees,Company - Private,Legal & General America,3.8,39,0,na,3010,1,0,0,0,1,1,1,0,0,0,0,0,1,0
171.5,"San Jose, CA",CA,Computer Hardware & Software,Information Technology,$10+ billion (USD),10000+ employees,Company - Public,Western Digital,3.5,50,2,na,4486,1,0,0,1,0,1,0,0,1,1,0,0,1,1
96.0,"Dallas, TX",TX,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable,201 to 500 employees,Company - Private,Health IQ,3.9,7,0,senior,6909,0,0,0,0,1,0,0,0,0,0,0,0,1,0
142.5,"San Francisco, CA",CA,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,51 to 200 employees,Company - Private,Nuna,4.2,10,0,na,3512,0,0,0,0,0,1,0,0,0,0,0,0,1,0
107.0,"Riverton, UT",UT,Religious Organizations,Non-Profit,Unknown / Non-Applicable,10000+ employees,Nonprofit Organization,The Church of Jesus Christ of Latter-day Saints,4.2,-1,0,na,2617,0,0,0,0,1,0,0,0,0,0,0,0,1,0
145.0,"Marlborough, MA",MA,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),1001 to 5000 employees,Company - Private,Sunovion,3.5,10,3,senior,5391,1,0,0,0,1,0,0,0,0,0,0,0,0,0
61.5,"Herndon, VA",VA,Colleges & Universities,Education,$25 to $50 million (USD),201 to 500 employees,Nonprofit Organization,National Student Clearinghouse,2.9,27,3,senior,5736,1,0,0,0,1,1,1,1,0,0,0,0,0,0
20.5,"West Reading, PA",PA,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,5001 to 10000 employees,Nonprofit Organization,Tower Health,3.6,3,0,na,2117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120.0,"Madison, WI",WI,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),51 to 200 employees,Government,State of Wisconsin Investment Board,2.7,69,0,na,6467,1,0,0,0,0,1,1,0,0,0,0,0,0,0
62.0,"Cambridge, MA",MA,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),201 to 500 employees,Company - Public,Rubius Therapeutics,4.4,7,0,na,5512,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150.5,"San Francisco, CA",CA,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),5001 to 10000 employees,Company - Public,Autodesk,4.0,38,0,senior,2525,1,0,1,0,0,1,0,0,1,0,1,0,1,0
87.5,"Dearborn, MI",MI,Advertising & Marketing,Business Services,Unknown / Non-Applicable,201 to 500 employees,Company - Private,OneMagnify,4.3,53,0,na,1961,0,0,0,0,1,1,1,0,0,0,0,0,0,0
71.5,"Winter Park, FL",FL,Advertising & Marketing,Business Services,$25 to $50 million (USD),51 to 200 employees,Company - Public,IZEA,4.2,14,2,na,10051,1,0,1,1,1,1,0,0,1,0,0,0,1,0
51.5,"San Rafael, CA",CA,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),51 to 200 employees,Subsidiary or Business Segment,Vionic Group,3.6,14,0,na,4353,0,0,0,0,1,0,0,0,0,0,0,0,0,0
151.5,"San Diego, CA",CA,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),10000+ employees,Company - Public,Takeda Pharmaceuticals,3.7,239,3,senior,5801,0,0,0,0,1,0,0,0,0,0,0,0,1,0
77.5,"Hamilton, NJ",NJ,IT Services,Information Technology,Unknown / Non-Applicable,201 to 500 employees,Company - Private,Dodge Data & Analytics,2.8,6,0,senior,5894,1,0,0,0,1,1,1,0,0,0,0,0,1,0
140.0,"Boston, MA",MA,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),10000+ employees,Company - Public,Takeda Pharmaceuticals,3.7,239,3,senior,2309,0,0,0,0,1,0,0,0,0,0,0,0,0,0
98.5,"Woodbridge, NJ",NJ,Insurance Carriers,Insurance,$10 to $25 million (USD),1001 to 5000 employees,Company - Private,Plymouth Rock Assurance,3.3,38,2,senior,3239,0,0,0,0,1,1,0,0,0,0,0,0,0,0
225.0,"San Francisco, CA",CA,IT Services,Information Technology,$5 to $10 million (USD),51 to 200 employees,Company - Private,CA-One Tech Cloud,-1.0,3,0,senior,1632,1,0,0,1,1,0,1,0,0,0,0,0,1,0
27.5,"Lewes, DE",DE,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),1001 to 5000 employees,Nonprofit Organization,Beebe Healthcare,3.6,85,0,na,2724,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161.5,"Boston, MA",MA,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),10000+ employees,Company - Public,Takeda Pharmaceuticals,3.7,239,3,senior,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147.0,"New York, NY",NY,Insurance Carriers,Insurance,$1 to $2 billion (USD),1001 to 5000 employees,Company - Public,Argo Group US,3.4,72,0,senior,4835,1,0,1,1,0,1,0,0,1,0,1,1,0,0
61.0,"Springfield, MO",MO,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),501 to 1000 employees,Company - Private,Associated Electric Cooperative,4.1,59,0,na,2886,0,0,0,0,1,1,0,0,0,0,0,0,0,0
120.0,"Pittsburgh, PA",PA,Colleges & Universities,Education,Unknown / Non-Applicable,501 to 1000 employees,College / University,Software Engineering Institute,2.6,36,0,na,2808,1,0,0,0,0,0,0,0,0,0,0,0,1,0
124.5,"Phoenix, AZ",AZ,Lending,Finance,$500 million to $1 billion (USD),1001 to 5000 employees,Company - Public,PennyMac,3.2,12,3,na,1925,1,0,0,0,1,1,0,0,0,0,1,0,1,0
148.0,"Burbank, CA",CA,Financial Analytics & Research,Finance,$50 to $100 million (USD),51 to 200 employees,Company - Private,Zest AI,3.9,11,0,senior,2364,1,0,0,0,0,0,0,0,0,0,0,0,1,0
59.0,"Huntsville, AL",AL,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),51 to 200 employees,Company - Private,DECISIVE ANALYTICS Corporation,4.7,24,2,na,3088,1,0,0,0,1,0,0,0,0,0,0,0,0,0
146.5,"Worcester, MA",MA,Insurance Carriers,Insurance,$5 to $10 billion (USD),5001 to 10000 employees,Company - Public,The Hanover Insurance Group,3.7,168,0,senior,5123,1,0,0,0,1,1,0,0,0,0,0,0,1,0
91.5,"Newton, MA",MA,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,201 to 500 employees,Company - Public,Karyopharm Therapeutics Inc.,2.9,-1,0,na,3984,0,0,0,0,1,0,0,0,0,0,0,0,0,0
133.0,"Chicago, IL",IL,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,501 to 1000 employees,Company - Private,Tempus Labs,3.0,5,0,senior,3280,1,0,0,1,0,1,0,0,0,0,1,1,1,1
140.5,"Salt Lake City, UT",UT,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),51 to 200 employees,Company - Private,Recursion Pharmaceuticals,4.7,7,0,senior,4819,1,0,0,1,0,0,0,0,0,0,1,1,1,0
70.5,"Lafayette, LA",LA,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,501 to 1000 employees,Company - Private,P2 Energy Solutions,3.7,-1,0,na,3670,0,0,0,0,1,1,0,0,0,0,0,0,0,0
84.5,"Rochester, NY",NY,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),10000+ employees,Hospital,Rochester Regional Health,3.3,6,0,senior,3670,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93.5,"Annapolis Junction, MD",MD,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),51 to 200 employees,Company - Private,ClearEdge,4.0,18,0,na,4637,0,0,0,0,1,0,0,0,0,0,0,0,0,0
134.5,"Cambridge, MA",MA,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),201 to 500 employees,Company - Public,Rubius Therapeutics,4.4,7,0,senior,4438,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181.0,"San Francisco, CA",CA,Internet,Information Technology,$10 to $25 million (USD),201 to 500 employees,Company - Private,Tapjoy,3.9,13,2,na,2015,1,0,1,0,0,1,0,0,0,0,1,0,1,0
84.5,"Rochester, NY",NY,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),10000+ employees,Hospital,Rochester Regional Health,3.3,6,0,senior,3627,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205.0,"Mountain View, CA",CA,Internet,Information Technology,$50 to $100 million (USD),51 to 200 employees,Company - Private,Credit Sesame,4.1,10,3,senior,4037,1,0,1,1,0,1,0,0,0,0,0,0,1,0
48.5,"Highland, CA",CA,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),1001 to 5000 employees,Company - Private,San Manuel Casino,3.6,34,0,na,4608,0,0,0,0,1,1,1,0,0,0,0,0,0,0
21.5,"Burleson, TX",TX,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),1001 to 5000 employees,Hospital,Texas Health Huguley Hospital,4.0,43,0,na,5160,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52.5,"Hoopeston, IL",IL,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),501 to 1000 employees,Company - Private,Teasdale Latin Foods,2.4,-1,0,na,2433,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124.0,"Pittsburgh, PA",PA,Colleges & Universities,Education,Unknown / Non-Applicable,501 to 1000 employees,College / University,Software Engineering Institute,2.6,36,0,senior,5379,0,0,0,0,0,0,0,0,0,0,0,0,1,1
64.0,"Scotts Valley, CA",CA,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),501 to 1000 employees,Nonprofit Organization,Central California Alliance for Health,3.5,24,0,na,3846,0,0,0,0,0,1,1,0,0,0,0,0,0,0
98.0,"Knoxville, TN",TN,Gas Stations,Retail,$10+ billion (USD),10000+ employees,Company - Private,Pilot Flying J Travel Centers LLC,3.0,62,3,senior,2133,1,0,0,0,0,1,0,0,0,0,0,0,0,0
27.5,"Millville, DE",DE,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),1001 to 5000 employees,Nonprofit Organization,Beebe Healthcare,3.6,85,0,na,2801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54.0,"Milwaukee, WI",WI,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,501 to 1000 employees,Company - Private,Palermo's Pizza,3.3,56,0,na,2832,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81.0,"Rockville, MD",MD,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),201 to 500 employees,Company - Private,Advanced BioScience Laboratories,2.7,59,0,na,3776,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107.5,"Chicago, IL",IL,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),1001 to 5000 employees,Company - Public,Echo Global Logistics,3.4,15,3,senior,4288,0,0,0,0,0,1,0,0,0,0,0,0,0,0
112.5,"Chicago, IL",IL,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,501 to 1000 employees,Company - Private,Truckstop.com,3.8,25,0,na,6408,1,0,0,1,1,1,0,0,0,0,0,0,1,0
89.0,"Herndon, VA",VA,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),10000+ employees,Company - Public,Lockheed Martin,3.7,25,3,na,5298,1,0,1,0,1,1,1,0,1,0,0,0,1,0
100.5,"Sheboygan, WI",WI,Insurance Carriers,Insurance,$1 to $2 billion (USD),1001 to 5000 employees,Company - Private,Acuity Insurance,4.8,95,0,senior,1806,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65.0,"New York, NY",NY,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),1001 to 5000 employees,Company - Private,Fareportal,3.8,18,3,na,2469,0,0,0,0,1,1,1,1,0,0,0,0,0,0
20.0,"New Orleans, LA",LA,Federal Agencies,Government,Unknown / Non-Applicable,10000+ employees,Government,"Veterans Affairs, Veterans Health Administration",3.4,90,0,na,9322,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72.5,"Dallas, TX",TX,Consulting,Business Services,Unknown / Non-Applicable,201 to 500 employees,Subsidiary or Business Segment,Credera,4.3,21,0,na,5775,1,0,1,1,1,1,1,1,1,1,0,0,1,1
61.0,"Clearwater, FL",FL,Security Services,Business Services,$100 to $500 million (USD),501 to 1000 employees,Company - Private,KnowBe4,4.8,10,0,senior,2934,1,0,0,0,1,1,0,0,0,0,0,0,0,0
109.5,"Ewing, NJ",NJ,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),1001 to 5000 employees,Company - Public,Church & Dwight,3.4,174,0,na,2962,1,0,0,0,1,0,1,1,0,0,0,0,1,0
84.5,"Cambridge, MA",MA,Internet,Information Technology,Unknown / Non-Applicable,51 to 200 employees,Company - Private,Cogo Labs,3.9,15,0,na,2075,1,0,1,0,0,1,0,0,0,0,0,0,0,0
87.5,"Chicago, IL",IL,Advertising & Marketing,Business Services,$10 to $25 million (USD),51 to 200 employees,Company - Private,Spectrum Communications and Consulting,3.4,28,0,na,4082,0,0,0,0,0,1,0,0,0,0,0,0,0,0
92.5,"San Mateo, CA",CA,Video Games,Media,$10+ billion (USD),1001 to 5000 employees,Company - Public,NCSOFT,3.1,23,3,na,3123,1,1,0,0,1,1,1,0,1,0,0,0,0,0
81.5,"McLean, VA",VA,Federal Agencies,Government,$1 to $2 billion (USD),5001 to 10000 employees,Nonprofit Organization,MITRE,3.2,62,3,na,3144,1,0,1,0,0,0,0,0,1,0,0,0,1,1
79.0,"Dayton, OH",OH,Trucking,Transportation & Logistics,Unknown / Non-Applicable,1001 to 5000 employees,Company - Private,"Dayton Freight Lines, Inc.",4.3,39,2,na,1884,0,0,0,0,0,1,0,0,0,0,0,0,0,0
164.0,"Boston, MA",MA,Insurance Carriers,Insurance,$10+ billion (USD),5001 to 10000 employees,Company - Private,MassMutual,3.6,169,0,senior,4414,1,0,1,1,0,1,0,0,1,0,0,0,1,0
169.0,"South San Francisco, CA",CA,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),10000+ employees,Subsidiary or Business Segment,Genentech,3.9,44,0,senior,7106,1,0,1,0,1,1,0,0,1,0,0,0,1,0
142.0,"Cupertino, CA",CA,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),5001 to 10000 employees,Company - Public,Juniper Networks,3.8,24,0,senior,2397,1,0,1,1,1,0,0,0,0,0,1,0,1,0
47.5,"Parlier, CA",CA,Social Assistance,Non-Profit,$50 to $100 million (USD),501 to 1000 employees,Nonprofit Organization,Community Action Partnership of San Luis Obispo,2.8,-1,0,na,5435,0,0,0,0,1,0,0,0,0,0,0,0,0,0
76.5,"Boston, MA",MA,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),10000+ employees,Company - Public,Takeda Pharmaceuticals,3.7,239,3,na,2468,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69.0,"San Francisco, CA",CA,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,51 to 200 employees,Company - Private,TrueAccord,3.4,7,0,na,5483,1,0,0,0,1,1,1,1,0,0,0,0,1,0
49.0,"Meridian, ID",ID,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),201 to 500 employees,Company - Private,DRB Systems,4.0,36,0,na,2505,1,1,0,0,1,1,1,0,0,0,0,0,0,0
171.5,"San Jose, CA",CA,Computer Hardware & Software,Information Technology,$10+ billion (USD),10000+ employees,Company - Public,Western Digital,3.5,50,2,na,4486,1,0,0,1,0,1,0,0,1,1,0,0,1,1
107.0,"Frederick, MD",MD,Insurance Carriers,Insurance,$500 million to $1 billion (USD),501 to 1000 employees,Company - Private,Legal & General America,3.8,39,0,na,3010,1,0,0,0,1,1,1,0,0,0,0,0,1,0
59.0,"Cherry Hill, NJ",NJ,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,201 to 500 employees,Company - Private,Corcentric,3.7,24,0,na,2774,0,0,0,0,1,0,0,0,0,0,0,0,0,0
88.5,"Indianapolis, IN",IN,IT Services,Information Technology,$25 to $50 million (USD),201 to 500 employees,Company - Private,U.Group,3.5,1,0,na,7107,0,0,0,1,0,0,0,0,0,0,0,0,1,0
107.0,"Riverton, UT",UT,Religious Organizations,Non-Profit,Unknown / Non-Applicable,10000+ employees,Nonprofit Organization,The Church of Jesus Christ of Latter-day Saints,4.2,-1,0,na,2617,0,0,0,0,1,0,0,0,0,0,0,0,1,0
86.5,"Cambridge, MA",MA,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),10000+ employees,Company - Public,Pfizer,4.0,171,0,na,3698,1,0,0,1,1,0,0,0,0,0,0,0,1,0
84.0,"Louisville, KY",KY,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD),51 to 200 employees,Nonprofit Organization,SMC 3,4.3,85,0,na,2907,1,0,0,0,1,1,1,0,0,0,0,0,0,0
114.5,"New York, NY",NY,Consulting,Business Services,$50 to $100 million (USD),201 to 500 employees,Company - Private,Systems Evolution Inc.,4.7,28,0,na,4135,1,0,0,0,1,1,1,0,0,0,0,0,1,0
145.0,"Marlborough, MA",MA,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),1001 to 5000 employees,Company - Private,Sunovion,3.5,10,3,senior,5391,1,0,0,0,1,0,0,0,0,0,0,0,0,0
88.0,"Nashville, TN",TN,Internet,Information Technology,$100 to $500 million (USD),1001 to 5000 employees,Company - Public,Eventbrite,4.4,14,3,na,4471,1,0,1,1,1,1,0,0,1,0,0,0,1,0
100.0,"Chicago, IL",IL,Internet,Information Technology,$100 to $500 million (USD),501 to 1000 employees,Company - Private,Centro,4.1,19,3,na,4948,1,0,1,1,0,1,0,0,1,0,0,0,1,0
61.5,"Herndon, VA",VA,Colleges & Universities,Education,$25 to $50 million (USD),201 to 500 employees,Nonprofit Organization,National Student Clearinghouse,2.9,27,3,senior,5736,1,0,0,0,1,1,1,1,0,0,0,0,0,0
96.5,"Portland, OR",OR,Advertising & Marketing,Business Services,$1 to $2 billion (USD),1001 to 5000 employees,Company - Public,comScore,2.5,21,3,na,4466,1,0,1,0,0,1,0,0,0,0,0,0,0,0
76.0,"Minneapolis, MN",MN,Consulting,Business Services,Unknown / Non-Applicable,201 to 500 employees,Company - Private,SullivanCotter,4.2,28,3,na,2385,1,0,0,0,1,1,0,0,0,0,0,0,0,0
15.5,"Port Washington, NY",NY,Research & Development,Business Services,$100 to $500 million (USD),1001 to 5000 employees,Company - Private,NPD,3.9,54,0,na,5019,0,0,0,0,1,0,0,0,0,0,0,0,0,0
83.5,"Austin, TX",TX,Advertising & Marketing,Business Services,Unknown / Non-Applicable,1 to 50 employees,Company - Private,Bakery Agency,4.3,10,0,na,3111,1,0,0,0,1,1,0,0,0,0,0,0,1,0
120.0,"Madison, WI",WI,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),51 to 200 employees,Government,State of Wisconsin Investment Board,2.7,69,0,na,6467,1,0,0,0,0,1,1,0,0,0,0,0,0,0
163.0,"South San Francisco, CA",CA,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),10000+ employees,Subsidiary or Business Segment,Genentech,3.9,44,0,na,4502,0,0,0,0,1,1,0,0,0,0,0,0,0,0
